x,y,u1,u2,p
0.03,0.75,-0.00171316,0.120633,-0.504074
0.03,0.76,-0.00174506,0.124568,-0.517161
0.03,0.77,-0.00177697,0.128502,-0.530247
0.03,0.78,-0.00180887,0.132437,-0.543334
0.03,0.79,-0.00184078,0.136371,-0.55642
0.03,0.8,-0.00187269,0.140306,-0.569507
0.03,0.81,-0.0200875,0.163337,-0.627104
0.03,0.82,-0.0361907,0.183466,-0.684701
0.03,0.83,-0.0501822,0.200693,-0.742299
0.03,0.84,-0.0495557,0.195309,-0.962291
0.03,0.85,-0.0489291,0.189924,-1.18228
0.03,0.86,-0.0483026,0.18454,-1.40227
0.03,0.87,-0.047676,0.179156,-1.62227
0.03,0.88,-0.0470495,0.173772,-1.84226
0.03,0.89,-0.046423,0.168387,-2.06225
0.03,0.9,-0.0457964,0.163003,-2.28224
0.03,0.91,-0.0408775,0.150515,-2.25969
0.03,0.92,-0.0223192,0.139474,-2.23713
0.03,0.93,0.00987836,0.129878,-2.21458
0.03,0.94,0.0313243,0.111324,-2.4688
0.03,0.95,0.0927703,0.09277,-2.72303
0.03,0.96,0.194216,0.074216,-2.97725
0.03,0.97,0.335662,0.055662,-3.23147
0.03,0.98,0.517108,0.037108,-3.4857
0.03,0.99,0.738554,0.018554,-3.73992
0.03,1,1,-2.05991e-17,-3.99414
0.04,0,9.49705e-20,-1.99453e-19,-0.0390596
0.04,0.01,9.34942e-05,-0.000183801,-0.0381903
0.04,0.02,0.00015499,-0.000275295,-0.037321
0.04,0.03,0.000184486,-0.000274483,-0.0364517
0.04,0.04,0.000181984,-0.000181364,-0.0355824
0.04,0.05,3.59362e-05,8.90992e-05,-0.0346926
0.04,0.06,-0.000110112,0.000359563,-0.0338029
0.04,0.07,-0.00025616,0.000630026,-0.0329132
0.04,0.08,-0.000402208,0.00090049,-0.0320235
0.04,0.09,-0.000548257,0.00117095,-0.0311337
0.04,0.1,-0.000694305,0.00144142,-0.030244
0.04,0.11,-0.000802301,0.00169788,-0.0297627
0.04,0.12,-0.000900687,0.00204704,-0.0292814
0.04,0.13,-0.000989461,0.00248888,-0.0288
0.04,0.14,-0.00106862,0.00302342,-0.0283187
0.04,0.15,-0.00119094,0.0037395,-0.0269271
0.04,0.16,-0.00131325,0.00445558,-0.0255354
0.04,0.17,-0.00143556,0.00517166,-0.0241438
0.04,0.18,-0.00155787,0.00588775,-0.0227521
0.04,0.19,-0.00168018,0.00660383,-0.0213604
0.04,0.2,-0.00180249,0.00731991,-0.0199688
0.04,0.21,-0.00187103,0.00813418,-0.0206502
0.04,0.22,-0.00194077,0.00903701,-0.0213315
0.04,0.23,-0.00201171,0.0100284,-0.0220129
0.04,0.24,-0.00208385,0.0111084,-0.0226943
0.04,0.25,-0.00220779,0.0122818,-0.0223786
0.04,0.26,-0.00233173,0.0134552,-0.0220629
0.04,0.27,-0.00245567,0.0146286,-0.0217472
0.04,0.28,-0.00257961,0.015802,-0.0214315
0.04,0.29,-0.00270355,0.0169754,-0.0211158
0.04,0.3,-0.00282749,0.0181488,-0.0208001
0.04,0.31,-0.00290105,0.0194492,-0.0232812
0.04,0.32,-0.00298166,0.020852,-0.0257622
0.04,0.33,-0.00306933,0.0223572,-0.0282432
0.04,0.34,-0.00316405,0.0239648,-0.0307242
0.04,0.35,-0.0033183,0.0256605,-0.0321603
0.04,0.36,-0.00347255,0.0273562,-0.0335964
0.04,0.37,-0.00362679,0.0290518,-0.0350325
0.04,0.38,-0.00378104,0.0307475,-0.0364686
0.04,0.39,-0.00393529,0.0324432,-0.0379047
0.04,0.4,-0.00408953,0.0341389,-0.0393407
0.04,0.41,-0.00417291,0.036029,-0.0447651
0.04,0.42,-0.00425905,0.0380321,-0.0501895
0.04,0.43,-0.00434796,0.0401482,-0.0556139
0.04,0.44,-0.00443964,0.0423773,-0.0610383
0.04,0.45,-0.00462974,0.0447402,-0.0648949
0.04,0.46,-0.00481984,0.047103,-0.0687515
0.04,0.47,-0.00500994,0.0494659,-0.0726081
0.04,0.48,-0.00520004,0.0518287,-0.0764647
0.04,0.49,-0.00539014,0.0541916,-0.0803213
0.04,0.5,-0.00558024,0.0565544,-0.0841779
0.04,0.51,-0.00585257,0.0594126,-0.0944908
0.04,0.52,-0.0061052,0.0623448,-0.104804
0.04,0.53,-0.00633814,0.0653508,-0.115117
0.04,0.54,-0.00655139,0.0684308,-0.125429
0.04,0.55,-0.00686708,0.0714937,-0.13502
0.04,0.56,-0.00718277,0.0745566,-0.14461
0.04,0.57,-0.00749846,0.0776195,-0.154201
0.04,0.58,-0.00781415,0.0806824,-0.163791
0.04,0.59,-0.00812984,0.0837453,-0.173382
0.04,0.6,-0.00844553,0.0868082,-0.182972
0.04,0.61,-0.00898933,0.0907201,-0.199456
0.04,0.62,-0.00948773,0.0947584,-0.215939
0.04,0.63,-0.00994072,0.0989231,-0.232423
0.04,0.64,-0.0103483,0.103214,-0.248907
0.04,0.65,-0.010455,0.107595,-0.268047
0.04,0.66,-0.0105617,0.111975,-0.287188
0.04,0.67,-0.0106683,0.116356,-0.306328
0.04,0.68,-0.010775,0.120737,-0.325469
0.04,0.69,-0.0108817,0.125117,-0.344609
0.04,0.7,-0.0109884,0.129498,-0.36375
0.04,0.71,-0.00994131,0.134477,-0.40296
0.04,0.72,-0.00850693,0.138914,-0.44217
0.04,0.73,-0.00668523,0.142809,-0.481381
0.04,0.74,-0.0044762,0.14616,-0.520591
0.04,0.75,-0.00451874,0.151406,-0.533677
0.04,0.76,-0.00456128,0.156653,-0.546764
0.04,0.77,-0.00460382,0.161899,-0.55985
0.04,0.78,-0.00464636,0.167145,-0.572937
0.04,0.79,-0.0046889,0.172391,-0.586023
0.04,0.8,-0.00473144,0.177637,-0.599109
0.04,0.81,-0.0205774,0.19832,-0.656707
0.04,0.82,-0.0343116,0.216101,-0.714304
0.04,0.83,-0.0459342,0.23098,-0.771901
0.04,0.84,-0.0554451,0.242956,-0.829499
0.04,0.85,-0.0546097,0.235777,-1.04949
0.04,0.86,-0.0537743,0.228598,-1.26948
0.04,0.87,-0.052939,0.221419,-1.48947
0.04,0.88,-0.0521036,0.21424,-1.70947
0.04,0.89,-0.0512682,0.207061,-1.92946
0.04,0.9,-0.0504328,0.199882,-2.14945
