x,y,u1,u2,p
0.02,0.27,-0.000674009,0.00764665,-0.0158713
0.02,0.28,-0.000736311,0.00823582,-0.0155465
0.02,0.29,-0.000798613,0.008825,-0.0152218
0.02,0.3,-0.000860916,0.00941417,-0.0148971
0.02,0.31,-0.000758135,0.0102096,-0.0173767
0.02,0.32,-0.000662086,0.0111076,-0.0198563
0.02,0.33,-0.000739293,0.0119588,-0.0212879
0.02,0.34,-0.0008165,0.01281,-0.0227195
0.02,0.35,-0.000893708,0.0136613,-0.0241511
0.02,0.36,-0.000970915,0.0145125,-0.0255826
0.02,0.37,-0.00104812,0.0153637,-0.0270142
0.02,0.38,-0.00112533,0.0162149,-0.0284458
0.02,0.39,-0.00120254,0.0170661,-0.0298774
0.02,0.4,-0.00127974,0.0179174,-0.0313089
0.02,0.41,-0.00113798,0.0191287,-0.0367364
0.02,0.42,-0.000998534,0.0204526,-0.0421638
0.02,0.43,-0.00109322,0.021637,-0.0460257
0.02,0.44,-0.0011879,0.0228214,-0.0498877
0.02,0.45,-0.00128258,0.0240058,-0.0537496
0.02,0.46,-0.00137726,0.0251902,-0.0576115
0.02,0.47,-0.00147194,0.0263746,-0.0614735
0.02,0.48,-0.00156662,0.027559,-0.0653354
0.02,0.49,-0.0016613,0.0287434,-0.0691973
0.02,0.5,-0.00175598,0.0299278,-0.0730593
0.02,0.51,-0.00178646,0.0319842,-0.0833786
0.02,0.52,-0.00179695,0.0341135,-0.0936979
0.02,0.53,-0.00195401,0.0356458,-0.103304
0.02,0.54,-0.00211106,0.0371781,-0.112909
0.02,0.55,-0.00226812,0.0387103,-0.122515
0.02,0.56,-0.00242518,0.0402426,-0.132121
0.02,0.57,-0.00258224,0.0417749,-0.141727
0.02,0.58,-0.0027393,0.0433072,-0.151333
0.02,0.59,-0.00289635,0.0448395,-0.160938
0.02,0.6,-0.00305341,0.0463717,-0.170544
0.02,0.61,-0.00343549,0.0494922,-0.187033
0.02,0.62,-0.00377234,0.0527378,-0.203522
0.02,0.63,-0.00382489,0.0549258,-0.22268
0.02,0.64,-0.00387744,0.0571138,-0.241838
0.02,0.65,-0.00392999,0.0593018,-0.260995
0.02,0.66,-0.00398255,0.0614898,-0.280153
0.02,0.67,-0.0040351,0.0636779,-0.299311
0.02,0.68,-0.00408765,0.0658659,-0.318469
0.02,0.69,-0.0041402,0.0680539,-0.337626
0.02,0.7,-0.00419275,0.0702419,-0.356784
0.02,0.71,-0.00226772,0.0740735,-0.395993
0.02,0.72,4.39e-05,0.0773621,-0.435202
0.02,0.73,2.28073e-05,0.0799807,-0.448293
0.02,0.74,1.71459e-06,0.0825993,-0.461384
0.02,0.75,-1.93781e-05,0.085218,-0.474476
0.02,0.76,-4.04709e-05,0.0878366,-0.487567
0.02,0.77,-6.15636e-05,0.0904552,-0.500658
0.02,0.78,-8.26563e-05,0.0930738,-0.51375
0.02,0.79,-0.000103749,0.0956924,-0.526841
0.02,0.8,-0.000124842,0.098311,-0.539932
0.02,0.81,-0.0207065,0.123682,-0.597521
0.02,0.82,-0.0391772,0.146151,-0.65511
0.02,0.83,-0.0387603,0.142558,-0.875087
0.02,0.84,-0.0383434,0.138965,-1.09507
0.02,0.85,-0.0379265,0.135372,-1.31504
0.02,0.86,-0.0375096,0.131779,-1.53502
0.02,0.87,-0.0370927,0.128186,-1.755
0.02,0.88,-0.0366758,0.124593,-1.97498
0.02,0.89,-0.0362589,0.121,-2.19495
0.02,0.9,-0.035842,0.117407,-2.41493
0.02,0.91,-0.0352621,0.107458,-2.39237
0.02,0.92,-0.0210424,0.0989573,-2.3698
0.02,0.93,-0.0334121,0.0865877,-2.62401
0.02,0.94,-0.00578183,0.074218,-2.87823
0.02,0.95,0.0618485,0.0618483,-3.13244
0.02,0.96,0.169479,0.0494787,-3.38665
0.02,0.97,0.317109,0.037109,-3.64086
0.02,0.98,0.504739,0.0247393,-3.89508
0.02,0.99,0.73237,0.0123697,-4.14929
0.02,1,1,1.37331e-17,-4.4035
0.03,0,1.53997e-19,-2.3036e-19,-0.0380477
0.03,0.01,0.000161383,-0.000219322,-0.0371772
0.03,0.02,0.000290441,-0.000346112,-0.0363067
0.03,0.03,0.000387172,-0.000380371,-0.0354361
0.03,0.04,0.000277344,-0.000177372,-0.0345451
0.03,0.05,0.000167516,2.56259e-05,-0.0336541
0.03,0.06,5.76882e-05,0.000228624,-0.0327631
0.03,0.07,-5.21399e-05,0.000431622,-0.0318721
0.03,0.08,-0.000161968,0.000634621,-0.0309811
0.03,0.09,-0.000271796,0.000837619,-0.0300901
0.03,0.1,-0.000381624,0.00104062,-0.0291991
0.03,0.11,-0.00040893,0.00118418,-0.0287137
0.03,0.12,-0.000426702,0.00142092,-0.0282284
0.03,0.13,-0.00043494,0.00175086,-0.027743
0.03,0.14,-0.000527222,0.0022896,-0.0263439
0.03,0.15,-0.000619504,0.00282835,-0.0249447
0.03,0.16,-0.000711786,0.00336709,-0.0235455
